step,t,dt,Ts,Rd,mpp,m_dot,psat,sum_y_cond,sum_y_cond_raw,psat_over_P,eq_source,eq_exc_type,eq_exc_msg,psat_source,hvap_source,latent_source,L_v,q_g,q_l,q_diff,latent,energy_res,energy_sign,fallback_reason,finite_ok,Ts_eff,Tbub,guard_active,clamp_active,eps_bg,penalty_used,penalty_reason,n_penalty_residual,n_lambda_cap_ts,max_Ts_trial_minus_upper,ls_lambda,ls_clip_ts,ls_clip_mpp,ls_shrink_count,regime,regime_locked,sum_x_psat_over_P,Ts_upper,Ts_guard,Ts_hard
101,0.002040000000000004,2e-05,404.96275381263035,9.997545310390215e-05,0.027599374975003765,3.4665372651704484e-09,2155.404964104271,0.021272193082696976,0.021272193082696976,0.021272193082696976,computed,,,p2db,p2db,p2db,303396.17262234,0.0977437792965437,-0.10154648450445786,0.004854461176581066,0.0010517522548649384,3.7138019658242843e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,404.96275381263035,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.021272193082696976,486.82493318617344,486.82493318617344,489.7249331861734
102,0.002060000000000004,2e-05,405.54162102368343,9.99745670971442e-05,0.028381342936543753,3.56469083806037e-09,2224.876443015698,0.021957823271805555,0.021957823271805555,0.021957823271805555,computed,,,p2db,p2db,p2db,303132.4465400048,0.09769454531025437,-0.10158480652707046,0.004970857813620936,0.0010805926077636265,3.989041224292458e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,405.54162102368343,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.021957823271805555,486.82493318617344,486.82493318617344,489.7249331861734
103,0.002080000000000004,2e-05,406.1193054501086,9.997365561131305e-05,0.02917891322827305,3.6647986765824813e-09,2296.23119306772,0.02266203990197602,0.02266203990197602,0.02266203990197602,computed,,,p2db,p2db,p2db,302868.8855857975,0.09764531486769809,-0.10162375950139377,0.005088422637034736,0.001109973730634677,4.2727043821425e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,406.1193054501086,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.02266203990197602,486.82493318617344,486.82493318617344,489.7249331861734
104,0.002100000000000004,2e-05,406.69581190258543,9.99727181253319e-05,0.02999213627137111,3.766866813847474e-09,2369.5099817510563,0.023385245317059523,0.023385245317059523,0.023385245317059523,computed,,,p2db,p2db,p2db,302605.48847071,0.09759603754150373,-0.10166323205746249,0.005207095039343411,0.0011398959504696547,4.572914997840946e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,406.69581190258543,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.023385245317059523,486.82493318617344,486.82493318617344,489.7249331861734
105,0.0021200000000000043,2e-05,407.27114232857934,9.997175411609618e-05,0.030821046633377237,3.870899280895948e-09,2444.753836453832,0.024127844425895207,0.024127844425895207,0.024127844425895207,computed,,,p2db,p2db,p2db,302342.2552082059,0.09754666216663861,-0.10170310866107629,0.0053268103723636264,0.0011703589890563358,4.888869611224811e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,407.27114232857934,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.024127844425895207,486.82493318617344,486.82493318617344,489.7249331861734
106,0.0021400000000000043,2e-05,407.84529578729956,9.997076305899694e-05,0.03166566211854366,3.976897992435437e-09,2522.0039923235086,0.02489024418774743,0.02489024418774743,0.02489024418774743,computed,,,p2db,p2db,p2db,302079.1871349804,0.09749713686363957,-0.10174326962484612,0.005447499914384154,0.0012013619318489085,5.22132870359876e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,407.84529578729956,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.02489024418774743,486.82493318617344,486.82493318617344,489.7249331861734
107,0.0021600000000000044,2e-05,408.4182684273448,9.996974442847476e-05,0.032525982882198184,4.084862635629981e-09,2601.3018360918386,0.025672853057901197,0.025672853057901197,0.025672853057901197,computed,,,p2db,p2db,p2db,301816.28693063103,0.09744740905660501,-0.10178359112962147,0.005569090841504156,0.001232903197981801,5.5705058931484336e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,408.4182684273448,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.025672853057901197,486.82493318617344,486.82493318617344,489.7249331861734
108,0.0021800000000000044,2e-05,408.9900534906721,9.996869769859715e-05,0.03340199073655082,4.1947905829714365e-09,2682.688849145921,0.02647608042581713,0.02647608042581713,0.02647608042581713,computed,,,p2db,p2db,p2db,301553.55862535886,0.09739742569940643,-0.10182394549726652,0.005691506242362776,0.0012649805177172113,5.926785477759072e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,408.9900534906721,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.02647608042581713,486.82493318617344,486.82493318617344,489.7249331861734
109,0.0022000000000000045,2e-05,409.5606412221617,9.996762234368753e-05,0.034293647575977707,4.306676694614203e-09,2766.2065324778905,0.02730033587444254,0.02730033587444254,0.02730033587444254,computed,,,p2db,p2db,p2db,301291.00765116967,0.09734713259309768,-0.10186420043939996,0.00581466503831467,0.0012975908769507784,6.3150616138284155e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,409.5606412221617,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.02730033587444254,486.82493318617344,486.82493318617344,489.7249331861734
110,0.0022200000000000045,2e-05,410.1300189045285,9.996651783896797e-05,0.03520089503379822,4.420513275416327e-09,2851.8963441366413,0.028146028562907884,0.028146028562907884,0.028146028562907884,computed,,,p2db,p2db,p2db,301028.6408356777,0.09729647499880544,-0.10190421975343004,0.005938482093409636,0.0013307305084155482,6.830369478133189e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,410.1300189045285,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.028146028562907884,486.82493318617344,486.82493318617344,489.7249331861734
111,0.0022400000000000046,2e-05,410.69817107973927,9.996538366114636e-05,0.03612365633639519,4.536290307948457e-09,2939.7996621806537,0.029013566860899617,0.029013566860899617,0.029013566860899617,computed,,,p2db,p2db,p2db,300766.46630969143,0.0972453994349328,-0.10194386575584131,0.006062868307194021,0.0013643949655971041,7.020688396527225e-09,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,410.69817107973927,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.029013566860899617,486.82493318617344,486.82493318617344,489.7249331861734
112,0.0022600000000000046,2e-05,411.2650802128051,9.996421928846191e-05,0.037061853647888277,4.653997630660299e-09,3029.957819992931,0.02990335869719152,0.02990335869719152,0.02990335869719152,computed,,,p2db,p2db,p2db,300504.49320940103,0.09719385711484459,-0.10198300475569727,0.006187727861454038,0.0013985797798496589,4.4075169512367007e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,411.2650802128051,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.02990335869719152,486.82493318617344,486.82493318617344,489.7249331861734
113,0.0022800000000000047,2e-05,411.83072308920185,9.996302420356838e-05,0.03801531758681634,4.773613575983706e-09,3122.4114478874567,0.030815805061805642,0.030815805061805642,0.030815805061805642,computed,,,p2db,p2db,p2db,300242.73335171596,0.09714177848071079,-0.10202147024617421,0.006312969281778105,0.0014332770578306133,4.5848407145485104e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,411.83072308920185,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.030815805061805642,486.82493318617344,486.82493318617344,489.7249331861734
114,0.0023000000000000047,2e-05,412.39507575172195,9.996179789217316e-05,0.03898392287458538,4.8951220045874214e-09,3217.201166198547,0.031751306846272365,0.031751306846272365,0.031751306846272365,computed,,,p2db,p2db,p2db,299981.19896368217,0.09708911269753837,-0.10205912047240989,0.006438488848239215,0.0014684805974006804,4.759670079942935e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,412.39507575172195,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.031751306846272365,486.82493318617344,486.82493318617344,489.7249331861734
115,0.002320000000000005,2e-05,412.9581109293487,9.996053984445066e-05,0.039967499783079424,5.018501185754348e-09,3314.367093941585,0.03271025999448887,0.03271025999448887,0.03271025999448887,computed,,,p2db,p2db,p2db,299719.90387923253,0.09703580417655,-0.10209580335271848,0.006564182223348398,0.0015041825539063357,4.932735840883912e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,412.9581109293487,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.03271025999448887,486.82493318617344,486.82493318617344,489.7249331861734
116,0.002340000000000005,2e-05,413.5197984757411,9.995924955583036e-05,0.04096585421111364,5.143726318970314e-09,3413.9488227083857,0.033693055245086465,0.033693055245086465,0.033693055245086465,computed,,,p2db,p2db,p2db,299458.86334644037,0.09698179679255457,-0.1021313636584833,0.006689941578896354,0.0015403742028252878,5.101423404801214e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,413.5197984757411,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.033693055245086465,486.82493318617344,486.82493318617344,489.7249331861734
117,0.002360000000000005,2e-05,414.0801054324065,9.995792652780177e-05,0.041978767251859,5.270769480114531e-09,3515.985328062143,0.03470007725696662,0.03470007725696662,0.03470007725696662,computed,,,p2db,p2db,p2db,299198.09400786314,0.09692703434103342,-0.10216564366801129,0.006815655782381128,0.001577045928660028,5.267432334494365e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,414.0801054324065,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.03470007725696662,486.82493318617344,486.82493318617344,489.7249331861734
118,0.002380000000000005,2e-05,414.6389960897397,9.995657026873137e-05,0.04300599492138927,5.399599587940071e-09,3620.5148769024136,0.03573170369506453,0.03573170369506453,0.03573170369506453,computed,,,p2db,p2db,p2db,298937.6138816535,0.09687146073648076,-0.10219848359389755,0.006941210620060423,0.0016141872199888375,5.426547943637727e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,414.6389960897397,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.03573170369506453,486.82493318617344,486.82493318617344,489.7249331861734
119,0.002400000000000005,2e-05,415.1964320550009,9.995518029468966e-05,0.04404726792367549,5.53018237518967e-09,3727.5749325047536,0.03678830429316313,0.03678830429316313,0.03678830429316313,computed,,,p2db,p2db,p2db,298677.4423392053,0.0968150201660966,-0.102229721979959,0.007066489037860885,0.0016517866659344384,5.580640446284368e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,415.1964320550009,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.03678830429316313,486.82493318617344,486.82493318617344,489.7249331861734
120,0.002420000000000005,2e-05,415.75237233090087,9.99537561302861e-05,0.04510229151135718,5.66248037179657e-09,3837.202058241972,0.03787023990369575,0.03787023990369575,0.03787023990369575,computed,,,p2db,p2db,p2db,298417.60007758054,0.0967576572368639,-0.10225919611198876,0.007191371403811484,0.0016898319562475743,5.724390475525531e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,415.75237233090087,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.03787023990369575,486.82493318617344,486.82493318617344,489.7249331861734
121,0.002440000000000005,2e-05,416.30677340497635,9.99522973095082e-05,0.04617074544612087,5.7964529006504476e-09,3949.4318204687197,0.038977861539291586,0.038977861539291586,0.038977861539291586,computed,,,p2db,p2db,p2db,298158.1090865759,0.09669931712570107,-0.10228674245067394,0.007315735796269875,0.0017283098851162751,5.861807248364742e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,416.30677340497635,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.038977861539291586,486.82493318617344,486.82493318617344,489.7249331861734
122,0.002460000000000005,2e-05,416.8595893483173,9.995080337656161e-05,0.04725228406901049,5.932056087223393e-09,4064.298690764062,0.04011150940798482,0.04011150940798482,0.04011150940798482,computed,,,p2db,p2db,p2db,297898.99261104676,0.09663994573407493,-0.10231219708833068,0.007439458312119533,0.0017672063590572322,5.988065477496862e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,416.8595893483173,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.04011150940798482,486.82493318617344,486.82493318617344,489.7249331861734
123,0.002480000000000005,2e-05,417.41077192733286,9.994927388670715e-05,0.048346536501840114,6.069242885711561e-09,4181.835948819009,0.041271511954789133,0.041271511954789133,0.041271511954789133,computed,,,p2db,p2db,p2db,297640.2751067066,0.09657948984772516,-0.10233539622976694,0.007562413402140709,0.0018065064096338655,6.104650654339266e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,417.41077192733286,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.041271511954789133,486.82493318617344,486.82493318617344,489.7249331861734
124,0.0025000000000000053,2e-05,417.96027072467695,9.994770840709089e-05,0.04945310696219921,6.207963119491468e-09,4302.0755857903905,0.04245818490787457,0.04245818490787457,0.04245818490787457,computed,,,p2db,p2db,p2db,297381.98219115863,0.09651789730035054,-0.10235617669302517,0.007684474223847435,0.001846194210315543,6.208572610015561e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,417.96027072467695,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.04245818490787457,486.82493318617344,486.82493318617344,489.7249331861734
125,0.0025200000000000053,2e-05,418.5080332722989,9.99461065175626e-05,0.05057157521637137,6.348163538940745e-09,4425.048209379032,0.043671830341761975,0.043671830341761975,0.043671830341761975,computed,,,p2db,p2db,p2db,297124.1405887127,0.09645511714082766,-0.10237437642966377,0.007805513017166671,0.0018862530983386253,6.299919416436622e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,418.5080332722989,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.043671830341761975,486.82493318617344,486.82493318617344,489.7249331861734
126,0.0025400000000000054,2e-05,419.0540051940159,9.994446781147905e-05,0.05170149715640023,6.489787894891164e-09,4550.782950777046,0.04491273575896418,0.04491273575896418,0.04491273575896418,computed,,,p2db,p2db,p2db,296866.7780701517,0.0963910998030422,-0.10238983505981782,0.00792540149571443,0.0019266656010191693,6.379196409393023e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,419.0540051940159,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.04491273575896418,486.82493318617344,486.82493318617344,489.7249331861734
127,0.0025600000000000054,2e-05,419.59813035967204,9.99427918964872e-05,0.05284240552261492,6.632777030384468e-09,4679.307374678791,0.046181173201863226,0.046181173201863226,0.046181173201863226,computed,,,p2db,p2db,p2db,296609.9233864211,0.09632579727683577,-0.10240239442093083,0.008044011255743878,0.0019674134672635402,6.443852790770366e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,419.59813035967204,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.046181173201863226,486.82493318617344,486.82493318617344,489.7249331861734
128,0.0025800000000000055,2e-05,420.14035104723445,9.994107839528391e-05,0.05399381073976025,6.77706898672719e-09,4810.647392297609,0.04747739839425225,0.04747739839425225,0.04747739839425225,computed,,,p2db,p2db,p2db,296353.6061979064,0.09625916327828604,-0.10241189912188411,0.008161214196082537,0.0020084777030566396,6.494278248850294e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,420.14035104723445,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.04747739839425225,486.82493318617344,486.82493318617344,489.7249331861734
129,0.0026000000000000055,2e-05,420.68060811544916,9.993932694634593e-05,0.05515520190262339,6.922599128343632e-09,4944.8271787838985,0.048801649926315305,0.048801649926315305,0.048801649926315305,computed,,,p2db,p2db,p2db,296097.85699801275,0.09619115341928075,-0.10241819710443373,0.008276882950270186,0.0020498386122153912,6.529018176798518e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,420.68060811544916,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.048801649926315305,486.82493318617344,486.82493318617344,489.7249331861734
130,0.0026200000000000056,2e-05,421.218841183636,9.993753720462862e-05,0.05632604787535491,7.069300281926922e-09,5081.869095057822,0.050154148483176134,0.050154148483176134,0.050154148483176134,computed,,,p2db,p2db,p2db,295842.7070326141,0.09612172537369498,-0.10242114020219169,0.008390891324425208,0.002091475841042071,6.548864324093517e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,421.218841183636,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.050154148483176134,486.82493318617344,486.82493318617344,489.7249331861734
131,0.0026400000000000056,2e-05,421.7549888192532,9.993570884222678e-05,0.057505798517235834,7.217102891481578e-09,5221.793615017482,0.05153509612649871,0.05153509612649871,0.05153509612649871,computed,,,p2db,p2db,p2db,295588.1882150339,0.09605083903435585,-0.10242058469085619,0.008503114739707706,0.0021333684273114654,6.558959039955348e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,421.7549888192532,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.05153509612649871,486.82493318617344,486.82493318617344,489.7249331861734
132,0.0026600000000000057,2e-05,422.28898873508814,9.993384154899433e-05,0.05869388606652717,7.365935193220437e-09,5364.619259488,0.05294467564261535,0.05294467564261535,0.05294467564261535,computed,,,p2db,p2db,p2db,295334.3330356318,0.09597845668843935,-0.10241639185810192,0.008613430679248926,0.0021754948547177376,6.548686211360621e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,422.28898873508814,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.05294467564261535,486.82493318617344,486.82493318617344,489.7249331861734
133,0.0026800000000000057,2e-05,422.82077798577603,9.99319350331203e-05,0.05988972654434106,7.515723392981259e-09,5510.3625350456705,0.05438304993876803,0.05438304993876803,0.05438304993876803,computed,,,p2db,p2db,p2db,295081.17447085475,0.09590454314068216,-0.10240842850439469,0.008721719123915048,0.002217833107657339,6.525451754467448e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,422.82077798577603,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.05438304993876803,486.82493318617344,486.82493318617344,489.7249331861734
134,0.0027000000000000058,2e-05,423.35029317377814,9.992998902165655e-05,0.061092721350896245,7.666391867787117e-09,5659.037881144922,0.0558503615212921,0.0558503615212921,0.0558503615212921,computed,,,p2db,p2db,p2db,294828.7458869189,0.09582906586811976,-0.10239656747627834,0.008827862989440221,0.002260360732678247,6.486033919152201e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,423.35029317377814,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.0558503615212921,486.82493318617344,486.82493318617344,489.7249331861734
135,0.002720000000000006,2e-05,423.8774706569628,9.992800326099341e-05,0.06230225890987289,7.817863373433775e-09,5810.657624308442,0.05734673204350794,0.05734673204350794,0.05734673204350794,computed,,,p2db,p2db,p2db,294577.080941828,0.0957519951493566,-0.10238068815645075,0.008931748551512984,0.002303054901236616,6.431822188561476e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,423.8774706569628,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.05734673204350794,486.82493318617344,486.82493318617344,489.7249331861734
136,0.002740000000000006,2e-05,424.40224675800886,9.992597751728156e-05,0.06351771640142027,7.970059263185662e-09,5965.2319401501545,0.058872261930916894,0.058872261930916894,0.058872261930916894,computed,,,p2db,p2db,p2db,294326.21348561713,0.09567330417894186,-0.10236067692366778,0.009033265856501486,0.0023458924752415055,6.365340641731332e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,424.40224675800886,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.058872261930916894,486.82493318617344,486.82493318617344,489.7249331861734
137,0.002760000000000006,2e-05,424.9245579746858,9.992391157679701e-05,0.0647384615794858,8.122899717028104e-09,6122.768823671182,0.060427030088045224,0.060427030088045224,0.060427030088045224,computed,,,p2db,p2db,p2db,294076.17745926365,0.09559296917861454,-0.10233642759229121,0.009132309117945082,0.0023888500752067,6.290617124427023e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,424.9245579746858,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.060427030088045224,486.82493318617344,486.82493318617344,489.7249331861734
138,0.002780000000000006,2e-05,425.44434119020434,9.992180524624782e-05,0.06596385459459922,8.276303971571669e-09,6283.274068269426,0.062011093691284734,0.062011093691284734,0.062011093691284734,computed,,,p2db,p2db,p2db,293827.0067926514,0.09551096949334002,-0.10230784181153142,0.00922877708213354,0.002431904148082776,6.158593648074306e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,425.44434119020434,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.062011093691284734,486.82493318617344,486.82493318617344,489.7249331861734
139,0.002800000000000006,2e-05,425.9615338798457,9.991965835301924e-05,0.06719324994715646,8.430190566290236e-09,6446.751252908619,0.06362448806226123,0.06362448806226123,0.06362448806226123,computed,,,p2db,p2db,p2db,293578.7353034103,0.09542728766109251,-0.10227482941836401,0.009322573402269045,0.0024750310393878284,6.056097225266843e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,425.9615338798457,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.06362448806226123,486.82493318617344,486.82493318617344,489.7249331861734
140,0.002820000000000006,2e-05,426.4760743168892,9.991747074535777e-05,0.06842599839376674,8.584477583821152e-09,6613.201738896227,0.0652672266360348,0.0652672266360348,0.0652672266360348,computed,,,p2db,p2db,p2db,293331.39659520076,0.09534190948299544,-0.10223730876350316,0.009413606938204963,0.0025182070630658557,5.946313827616401e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,426.4760743168892,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.0652672266360348,486.82493318617344,486.82493318617344,489.7249331861734
141,0.002840000000000006,2e-05,426.9879017711984,9.991524229249219e-05,0.06966144889071556,8.739082894866887e-09,6782.624674655002,0.06693930100819148,0.06693930100819148,0.06693930100819148,computed,,,p2db,p2db,p2db,293085.02395864687,0.09525482406827401,-0.1021952069803499,0.009501792066905173,0.002561408572202874,5.826264167299589e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,426.9879017711984,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.06693930100819148,486.82493318617344,486.82493318617344,489.7249331861734
142,0.002860000000000006,2e-05,427.49695670475523,9.991297288469302e-05,0.07089895053036831,8.893924402148821e-09,6955.017010201464,0.06864068107773465,0.06864068107773465,0.06864068107773465,computed,,,p2db,p2db,p2db,292839.65027289273,0.09516602387224694,-0.10214846021839716,0.009587048951834072,0.0026046120289564684,5.767273898032999e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,427.49695670475523,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.06864068107773465,486.82493318617344,486.82493318617344,489.7249331861734
143,0.0028800000000000063,2e-05,428.00318095703517,9.991066243326654e-05,0.07213785453435831,9.048920291414591e-09,7130.373519290552,0.07037131526563585,0.07037131526563585,0.07037131526563585,computed,,,p2db,p2db,p2db,292595.3079112318,0.09507550468782326,-0.1020970138048621,0.009669303756825115,0.0026477940760788986,5.637073845904395e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,428.00318095703517,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.07037131526563585,486.82493318617344,486.82493318617344,489.7249331861734
144,0.0029000000000000063,2e-05,428.5065179262735,9.990831087049003e-05,0.07337751607050469,9.203989260258214e-09,7308.686831429445,0.07213113083078652,0.07213113083078652,0.07213113083078652,computed,,,p2db,p2db,p2db,292352.02864794043,0.09498326567407812,-0.10204082239662268,0.009748488874233772,0.0026909316014562417,5.50232971598813e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,428.5065179262735,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.07213113083078652,486.82493318617344,486.82493318617344,489.7249331861734
145,0.0029200000000000064,2e-05,429.0069127375939,9.990591814948442e-05,0.07461729615292016,9.3590507572963e-09,7489.947470786737,0.07392003425400184,0.07392003425400184,0.07392003425400184,computed,,,p2db,p2db,p2db,292109.8435707138,0.09488930931990697,-0.10197985004556186,0.009824543067246783,0.002734001805257761,5.363341320542558e-10,q_g_in/q_l_in/q_diff_in > 0 => heat into interface; q_lat > 0 => latent heat leaving interface (evaporation),,,429.0069127375939,489.82493318617344,False,False,1e-12,False,,0,0,nan,,0,0,0,evap,,0.07392003425400184,486.82493318617344,486.82493318617344,489.7249331861734
