idx,value
264,1.1963529070685475e-01
265,1.7136330616973577e-01
266,0.0000000000000000e+00
267,1.1001895543849129e-01
268,1.7384253903467653e-01
269,0.0000000000000000e+00
270,1.0068210335233677e-01
271,1.7627878823193163e-01
272,0.0000000000000000e+00
273,9.1645115458252852e-02
274,1.7866717960936199e-01
275,0.0000000000000000e+00
276,8.2929098269043905e-02
277,1.8100269346972131e-01
278,0.0000000000000000e+00
279,7.4555745828557812e-02
280,1.8328019490901712e-01
281,0.0000000000000000e+00
282,6.6547170877854375e-02
283,1.8549446590571392e-01
284,0.0000000000000000e+00
285,5.8925696021211033e-02
286,1.8764023874977742e-01
287,0.0000000000000000e+00
288,5.1713592611386264e-02
289,1.8971223049104716e-01
290,0.0000000000000000e+00
291,4.4932751322727213e-02
292,1.9170517827879519e-01
293,0.0000000000000000e+00
294,3.8604264232712918e-02
295,1.9361387578931469e-01
296,0.0000000000000000e+00
297,3.2747894191778655e-02
298,1.9543321143058645e-01
299,0.0000000000000000e+00
300,2.7381404305523622e-02
301,1.9715820970822628e-01
302,0.0000000000000000e+00
303,2.2519720169226872e-02
304,1.9878407806742179e-01
305,0.0000000000000000e+00
306,1.8173902745763654e-02
307,2.0030626271038143e-01
308,0.0000000000000000e+00
309,1.4349924320712837e-02
310,2.0172051831619445e-01
311,0.0000000000000000e+00
312,1.1047268812834209e-02
313,2.0302299818617051e-01
314,0.0000000000000000e+00
315,8.2574263461385120e-03
316,2.0421037291605665e-01
317,0.0000000000000000e+00
318,5.9624243943051632e-03
319,2.0527998687856355e-01
320,0.0000000000000000e+00
321,4.1336324393943333e-03
322,2.0623006190284845e-01
323,0.0000000000000000e+00
324,2.7311801453713484e-03
325,2.0705995543732808e-01
326,0.0000000000000000e+00
327,1.7044059939614591e-03
328,2.0777047449112959e-01
329,0.0000000000000000e+00
330,9.9374312615068414e-04
331,2.0836423453886718e-01
332,0.0000000000000000e+00
333,5.3427189931291765e-04
334,2.0884603200703436e-01
335,0.0000000000000000e+00
336,2.6076293474435819e-04
337,2.0922316880944999e-01
338,0.0000000000000000e+00
339,1.1343357926084178e-04
340,2.0950563050084531e-01
341,0.0000000000000000e+00
342,4.3060916661513260e-05
343,2.0970598707603791e-01
344,0.0000000000000000e+00
345,1.3934632025513047e-05
346,2.0983888073955942e-01
347,0.0000000000000000e+00
348,3.7496094542191251e-06
349,2.0992002232526777e-01
350,0.0000000000000000e+00
351,8.1834759558814244e-07
352,2.0996476530734615e-01
353,0.0000000000000000e+00
354,1.4150875597491916e-07
355,2.0998654593382546e-01
356,0.0000000000000000e+00
357,1.8992375107465740e-08
358,2.0999566390520735e-01
359,0.0000000000000000e+00
360,1.9450798254934625e-09
361,2.0999885320896980e-01
362,0.0000000000000000e+00
363,1.4999535211092529e-10
364,2.0999975797017079e-01
365,0.0000000000000000e+00
366,8.6232605390204327e-12
367,2.0999996027601145e-01
368,0.0000000000000000e+00
369,3.6692462805643969e-13
370,2.0999999504031969e-01
371,0.0000000000000000e+00
372,1.1496239479723164e-14
373,2.0999999953716769e-01
374,0.0000000000000000e+00
375,2.6425341665618471e-16
376,2.0999999996814228e-01
377,0.0000000000000000e+00
378,4.4445673531782436e-18
379,2.0999999999839769e-01
380,0.0000000000000000e+00
381,5.4592276225314397e-20
382,2.0999999999994140e-01
383,0.0000000000000000e+00
384,4.8893522069143816e-22
385,2.0999999999999827e-01
386,0.0000000000000000e+00
387,3.1886791586633962e-24
388,2.1000000000000019e-01
389,0.0000000000000000e+00
390,1.5124054296824024e-26
391,2.0999999999999999e-01
392,0.0000000000000000e+00
393,5.2104840294996561e-29
394,2.1000000000000008e-01
395,0.0000000000000000e+00
396,1.3029055066110993e-31
397,2.0999999999999958e-01
398,0.0000000000000000e+00
399,1.9490667831305796e-15
400,3.9003038361276276e+02
401,3.9009396177341938e+02
402,3.9032014907666576e+02
403,3.9092117567653941e+02
404,3.9217311227103778e+02
405,3.9431198590016396e+02
406,3.9745180447574376e+02
407,4.0157226764725999e+02
408,4.0655734345041122e+02
409,4.1224666872889270e+02
410,4.1847629628216396e+02
411,4.2510266448644563e+02
412,4.3201270830325842e+02
413,4.3912526648352201e+02
414,4.4638810876301204e+02
415,4.5377337895352719e+02
416,4.6127297015315531e+02
417,4.6889450883866090e+02
418,4.7665814515649902e+02
419,4.8459409548026002e+02
420,4.8868365861170639e+02
421,2.0191474178859387e-01
422,9.9241447440229420e-05
